timestamp,long,lat,comments,migration_,sensor_typ,individual,tag_ident,ind_ident,study_name,utm_east,utm_north,utm_zone,study_tz,study_ts,date,time
2008-01-01 00:00:00,-31.47,55.1,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),597624.2889594925,6106988.551180141,25N,GMT-02:00,2007-12-31 22:00:00,20210929,
2008-01-01 12:00:00,-32.28,54.49,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),546639.2865431193,6038280.076365599,25N,GMT-02:00,2008-01-01 10:00:00,20210929,
2008-01-02 00:00:00,-31.72,54.16,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),583579.1643853852,6002080.448662057,25N,GMT-02:00,2008-01-01 22:00:00,20210929,
2008-01-02 12:00:00,-31.92,54.02,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),570758.2744865189,5986286.557316007,25N,GMT-02:00,2008-01-02 10:00:00,20210929,
2008-01-03 00:00:00,-31.86,54.09,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),574563.6705156991,5994136.017092219,25N,GMT-02:00,2008-01-02 22:00:00,20210929,
2008-01-03 12:00:00,-33.67,52.58,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),454601.21228304115,5825761.470084468,25N,GMT-02:00,2008-01-03 10:00:00,20210929,
2008-01-04 00:00:00,-32.62,51.75,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),526232.2316694635,5733301.409610627,25N,GMT-02:00,2008-01-03 22:00:00,20210929,
2008-01-04 12:00:00,-30.81,53.37,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),645701.9951506732,5915666.357232894,25N,GMT-02:00,2008-01-04 10:00:00,20210929,
2008-01-05 00:00:00,-31.13,53.76,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),623275.0471740307,5958442.464742602,25N,GMT-02:00,2008-01-04 22:00:00,20210929,
2008-01-05 12:00:00,-31.2,53.74,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),618717.32238479,5956098.449385613,25N,GMT-02:00,2008-01-05 10:00:00,20210929,
2008-01-06 00:00:00,-30.89,53.61,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),639589.7416122917,5942200.975245178,25N,GMT-02:00,2008-01-05 22:00:00,20210929,
2008-01-06 12:00:00,-31.84,52.83,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),578152.0218421111,5853990.144558926,25N,GMT-02:00,2008-01-06 10:00:00,20210929,
2008-01-07 00:00:00,-32.16,53.25,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),556045.9809064784,5900410.750216679,25N,GMT-02:00,2008-01-06 22:00:00,20210929,
2008-01-07 12:00:00,-32.85,52.68,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),510140.8214501169,5836684.68719117,25N,GMT-02:00,2008-01-07 10:00:00,20210929,
2008-01-08 00:00:00,-32.67,52.67,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),522314.87606624275,5835612.873092923,25N,GMT-02:00,2008-01-07 22:00:00,20210929,
2008-01-08 12:00:00,-32.74,52.65,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),517589.45360910986,5833368.7931242045,25N,GMT-02:00,2008-01-08 10:00:00,20210929,
2008-01-09 00:00:00,-33.57,53.53,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),462217.34729158087,5931382.43266703,25N,GMT-02:00,2008-01-08 22:00:00,20210929,
2008-01-09 12:00:00,-33.89,53.31,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),440701.1352736971,5907125.699727019,25N,GMT-02:00,2008-01-09 10:00:00,20210929,
2008-01-10 00:00:00,-33.71,53.3,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),452682.9127962939,5905878.9643620625,25N,GMT-02:00,2008-01-09 22:00:00,20210929,
2008-01-10 12:00:00,-32.91,54.07,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),505889.5564151884,5991313.686833795,25N,GMT-02:00,2008-01-10 10:00:00,20210929,
2008-01-11 00:00:00,-33.61,54.81,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),460795.2706581819,6073819.302561434,25N,GMT-02:00,2008-01-10 22:00:00,20210929,
2008-01-11 12:00:00,-34.31,54.3,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),414751.05168405955,6017692.124216046,25N,GMT-02:00,2008-01-11 10:00:00,20210929,
2008-01-12 00:00:00,-33.13,53.43,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),491362.57861992205,5920114.089712716,25N,GMT-02:00,2008-01-11 22:00:00,20210929,
2008-01-12 12:00:00,-33.71,52.98,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),452329.95525884704,5870281.524256646,25N,GMT-02:00,2008-01-12 10:00:00,20210929,
2008-01-13 00:00:00,-32.91,52.39,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),506124.712122787,5804420.376129087,25N,GMT-02:00,2008-01-12 22:00:00,20210929,
2008-01-13 12:00:00,-29.74,55.31,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),326103.48095864314,6132708.794013996,26N,GMT-02:00,2008-01-13 10:00:00,20210929,
2008-01-14 00:00:00,-30.82,56.35,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),634718.0034333514,6247168.611795613,25N,GMT-02:00,2008-01-13 22:00:00,20210929,
2008-01-14 12:00:00,-32.65,54.95,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),522416.77163171116,6089283.545787852,25N,GMT-02:00,2008-01-14 10:00:00,20210929,
2008-01-15 00:00:00,-32.1,54.65,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),558070.9491096117,6056216.91328673,25N,GMT-02:00,2008-01-14 22:00:00,20210929,
2008-01-15 12:00:00,-33.18,53.78,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),488138.9645584765,5959059.838172794,25N,GMT-02:00,2008-01-15 10:00:00,20210929,
2008-01-16 00:00:00,-33.14,53.93,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),490807.67785116984,5975742.5516028,25N,GMT-02:00,2008-01-15 22:00:00,20210929,
2008-01-16 12:00:00,-32.47,54.64,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),534206.0345615116,6054861.199897395,25N,GMT-02:00,2008-01-16 10:00:00,20210929,
2008-01-17 00:00:00,-31.68,54.11,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),586294.7458051218,5996565.806695714,25N,GMT-02:00,2008-01-16 22:00:00,20210929,
2008-01-17 12:00:00,-32.01,53.91,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),565032.9552067618,5973962.335725306,25N,GMT-02:00,2008-01-17 10:00:00,20210929,
2008-01-18 00:00:00,-31.22,53.35,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),618482.7414019849,5912683.079574047,25N,GMT-02:00,2008-01-17 22:00:00,20210929,
2008-01-18 12:00:00,-31.18,53.51,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),620690.8318797564,5930547.577861619,25N,GMT-02:00,2008-01-18 10:00:00,20210929,
2008-01-19 00:00:00,-32.39,54.86,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),539156.3039860963,6079382.994654627,25N,GMT-02:00,2008-01-18 22:00:00,20210929,
2008-01-19 12:00:00,-33.22,54.21,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),485651.78946696216,6006909.118299216,25N,GMT-02:00,2008-01-19 10:00:00,20210929,
2008-01-20 00:00:00,-33.19,54.38,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),487659.296199549,6025818.620971129,25N,GMT-02:00,2008-01-19 22:00:00,20210929,
2008-01-21 00:00:00,-31.49,54.85,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),596948.7204608832,6079144.437019846,25N,GMT-02:00,2008-01-20 22:00:00,20210929,
2008-01-21 12:00:00,-31.7,54.79,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),583590.4544033624,6072198.098681266,25N,GMT-02:00,2008-01-21 10:00:00,20210929,
2008-01-22 00:00:00,-32.04,55.33,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),560903.7482350569,6131934.139801127,25N,GMT-02:00,2008-01-21 22:00:00,20210929,
2008-01-22 12:00:00,-33.63,53.93,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),458634.7927177874,5975917.297969195,25N,GMT-02:00,2008-01-22 10:00:00,20210929,
2008-01-23 00:00:00,-33.35,53.87,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),476986.2825846166,5969114.730278756,25N,GMT-02:00,2008-01-22 22:00:00,20210929,
2008-01-23 12:00:00,-31.44,55.9,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),597540.3951919979,6196049.618733872,25N,GMT-02:00,2008-01-23 10:00:00,20210929,
2008-01-24 00:00:00,-30.41,55.14,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),665081.6548997167,6113433.148357933,25N,GMT-02:00,2008-01-23 22:00:00,20210929,
2008-01-24 12:00:00,-31.63,54.08,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),589627.9487117236,5993290.408753353,25N,GMT-02:00,2008-01-24 10:00:00,20210929,
2008-01-25 00:00:00,-31.1,53.75,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),625282.266338189,5957382.58016264,25N,GMT-02:00,2008-01-24 22:00:00,20210929,
2008-01-25 12:00:00,-30.69,54.36,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),650096.9595444757,6026036.200939836,25N,GMT-02:00,2008-01-25 10:00:00,20210929,
2008-01-26 00:00:00,-31.79,55.72,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),576007.6863563299,6175580.26985329,25N,GMT-02:00,2008-01-25 22:00:00,20210929,
2008-01-26 12:00:00,-32.01,55.69,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),562236.3270013119,6172022.445544412,25N,GMT-02:00,2008-01-26 10:00:00,20210929,
2008-01-27 00:00:00,-32.61,56.52,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),523995.7752362288,6264024.746585629,25N,GMT-02:00,2008-01-26 22:00:00,20210929,
2008-01-27 12:00:00,-32.33,56.98,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),540722.5320721559,6315359.262346077,25N,GMT-02:00,2008-01-27 10:00:00,20210929,
2008-01-28 00:00:00,-29.68,54.54,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),326629.26769893826,6046908.674237818,26N,GMT-02:00,2008-01-27 22:00:00,20210929,
2008-01-28 12:00:00,-29.41,55.04,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),346004.81489879324,6101897.535274316,26N,GMT-02:00,2008-01-28 10:00:00,20210929,
2008-01-29 00:00:00,-29.63,55.55,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),334092.82154284284,6159138.502910707,26N,GMT-02:00,2008-01-28 22:00:00,20210929,
2008-01-29 12:00:00,-29.99,55.39,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),310624.23235472717,6142260.042810218,26N,GMT-02:00,2008-01-29 10:00:00,20210929,
2008-01-30 00:00:00,-30.84,56.55,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),632782.7349919317,6269384.571377062,25N,GMT-02:00,2008-01-29 22:00:00,20210929,
2008-01-30 12:00:00,-30.82,56.8,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),633127.1165393371,6297242.830814291,25N,GMT-02:00,2008-01-30 10:00:00,20210929,
2008-01-31 00:00:00,-29.55,55.73,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),339874.41906128236,6178975.437482276,26N,GMT-02:00,2008-01-30 22:00:00,20210929,
2008-01-31 12:00:00,-30.4,55.01,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),666257.3024337391,6098995.52481987,25N,GMT-02:00,2008-01-31 10:00:00,20210929,
2008-02-01 00:00:00,-30.51,55.42,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),657595.8912290832,6144350.427133422,25N,GMT-02:00,2008-01-31 22:00:00,20210929,
2008-02-01 12:00:00,-30.62,55.54,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),650178.098824335,6157457.142287834,25N,GMT-02:00,2008-02-01 10:00:00,20210929,
2008-02-02 00:00:00,-29.1,54.02,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),362421.47058036143,5987787.520693352,26N,GMT-02:00,2008-02-01 22:00:00,20210929,
2008-02-02 12:00:00,-29.33,53.99,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),347245.93615895626,5984922.102751285,26N,GMT-02:00,2008-02-02 10:00:00,20210929,
2008-02-03 00:00:00,-29.44,54.43,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),341727.3863435171,6034107.344010923,26N,GMT-02:00,2008-02-02 22:00:00,20210929,
2008-02-03 12:00:00,-29.68,54.41,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),326078.4029101266,6032448.799922246,26N,GMT-02:00,2008-02-03 10:00:00,20210929,
2008-02-04 00:00:00,-29.17,54.06,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),357972.6547810257,5992375.308752032,26N,GMT-02:00,2008-02-03 22:00:00,20210929,
2008-02-04 12:00:00,-29.65,53.7,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),325065.8000601011,5953405.70011227,26N,GMT-02:00,2008-02-04 10:00:00,20210929,
2008-02-05 00:00:00,-29.52,53.84,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),334198.5838717653,5968664.843456219,26N,GMT-02:00,2008-02-04 22:00:00,20210929,
2008-02-05 12:00:00,-30.13,53.29,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),691290.9407396353,5908373.594858735,25N,GMT-02:00,2008-02-05 10:00:00,20210929,
2008-02-06 00:00:00,-30.62,54.3,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),654869.8795537504,6019513.390318589,25N,GMT-02:00,2008-02-05 22:00:00,20210929,
2008-02-07 00:00:00,-31.73,54.44,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),582365.3952477541,6033220.728643421,25N,GMT-02:00,2008-02-06 22:00:00,20210929,
2008-02-07 12:00:00,-30.85,55.95,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),634252.1299659791,6202602.158995629,25N,GMT-02:00,2008-02-07 10:00:00,20210929,
2008-02-08 00:00:00,-30.09,55.29,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),684775.5206348517,6130921.747338173,25N,GMT-02:00,2008-02-07 22:00:00,20210929,
2008-02-08 12:00:00,-30.21,55.46,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),676399.7184250796,6149520.66865264,25N,GMT-02:00,2008-02-08 10:00:00,20210929,
2008-02-09 00:00:00,-28.83,53.82,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),379533.64113590843,5965048.144390893,26N,GMT-02:00,2008-02-08 22:00:00,20210929,
2008-02-09 12:00:00,-28.95,54,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),372186.00016488036,5985281.5668160515,26N,GMT-02:00,2008-02-09 10:00:00,20210929,
2008-02-10 00:00:00,-28.45,53.59,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),404024.6893732852,5938883.88872702,26N,GMT-02:00,2008-02-09 22:00:00,20210929,
2008-02-10 12:00:00,-27.19,55.85,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),488104.2677960013,6189401.520961485,26N,GMT-02:00,2008-02-10 10:00:00,20210929,
2008-02-11 00:00:00,-26.19,54.74,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),552148.4449202089,6066160.501788356,26N,GMT-02:00,2008-02-10 22:00:00,20210929,
2008-02-11 12:00:00,-28.44,51.36,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),399742.02460262686,5690843.652177739,26N,GMT-02:00,2008-02-11 10:00:00,20210929,
2008-02-12 00:00:00,-28.69,52.21,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),384528.4082767533,5785741.399729118,26N,GMT-02:00,2008-02-11 22:00:00,20210929,
2008-02-12 12:00:00,-28.81,52.4,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),376858.27511090785,5807070.137687717,26N,GMT-02:00,2008-02-12 10:00:00,20210929,
2008-02-13 00:00:00,-29.19,53.49,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),354707.9331019694,5929013.513136561,26N,GMT-02:00,2008-02-12 22:00:00,20210929,
2008-02-14 00:00:00,-29.7,54.35,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),324524.9518638523,6025824.708186253,26N,GMT-02:00,2008-02-13 22:00:00,20210929,
2008-02-15 00:00:00,-30.2,53.9,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),683955.9652442596,5976028.763585104,25N,GMT-02:00,2008-02-14 22:00:00,20210929,
2008-02-15 12:00:00,-28.58,57.12,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),404332.4720733561,6331851.771579721,26N,GMT-02:00,2008-02-15 10:00:00,20210929,
2008-02-16 00:00:00,-27.84,56.35,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),448086.1987110395,6245351.542236467,26N,GMT-02:00,2008-02-15 22:00:00,20210929,
2008-02-17 00:00:00,-27.48,53.89,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),468453.441444002,5971389.878620341,26N,GMT-02:00,2008-02-16 22:00:00,20210929,
2008-02-18 00:00:00,-30.12,54.66,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),685758.0806147873,6060767.312931354,25N,GMT-02:00,2008-02-17 22:00:00,20210929,
2008-02-18 12:00:00,-30.01,55.43,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),689184.4476769152,6146709.34971017,25N,GMT-02:00,2008-02-18 10:00:00,20210929,
2008-02-19 00:00:00,-29.77,55.47,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),324908.78026146704,6150582.514401062,26N,GMT-02:00,2008-02-18 22:00:00,20210929,
2008-02-19 12:00:00,-29.53,56.49,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),344231.4150648743,6263485.693543756,26N,GMT-02:00,2008-02-19 10:00:00,20210929,
2008-02-20 00:00:00,-28.92,55.8,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),379644.4199771292,6185488.619835992,26N,GMT-02:00,2008-02-19 22:00:00,20210929,
2008-02-21 00:00:00,-29.19,57.92,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),370276.0126008177,6421904.614038395,26N,GMT-02:00,2008-02-20 22:00:00,20210929,
2008-02-21 12:00:00,-30.45,55.97,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),659141.4881779284,6205676.35621742,25N,GMT-02:00,2008-02-21 10:00:00,20210929,
2008-02-22 00:00:00,-28.22,51.09,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),414560.1679748086,5660541.171983727,26N,GMT-02:00,2008-02-21 22:00:00,20210929,
2008-02-23 00:00:00,-26.75,55.58,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),515760.6031853949,6159364.694556029,26N,GMT-02:00,2008-02-22 22:00:00,20210929,
2008-02-23 12:00:00,-27.27,55.03,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),482741.4073653825,6098163.122108627,26N,GMT-02:00,2008-02-23 10:00:00,20210929,
2008-02-24 00:00:00,-26.41,53.41,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),539218.8131760814,5918043.360876504,26N,GMT-02:00,2008-02-23 22:00:00,20210929,
2008-02-25 00:00:00,-27.7,56.81,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),457260.4407361825,6296454.823916388,26N,GMT-02:00,2008-02-24 22:00:00,20210929,
2008-02-25 12:00:00,-29.21,53.47,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),353312.2651909087,5926829.943799273,26N,GMT-02:00,2008-02-25 10:00:00,20210929,
2008-02-26 00:00:00,-27.48,48.39,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),464464.9081096294,5359759.875664275,26N,GMT-02:00,2008-02-25 22:00:00,20210929,
2008-02-27 00:00:00,-27.9,54.73,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),442043.16214838147,6065118.412258479,26N,GMT-02:00,2008-02-26 22:00:00,20210929,
2008-02-28 00:00:00,-29.19,57.92,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),370276.0126008177,6421904.614038395,26N,GMT-02:00,2008-02-27 22:00:00,20210929,
2008-02-28 12:00:00,-28.22,61.4,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),434849.3088097662,6807951.519359167,26N,GMT-02:00,2008-02-28 10:00:00,20210929,
2008-02-29 00:00:00,-27.99,61.66,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),447570.9981819724,6836703.432412102,26N,GMT-02:00,2008-02-28 22:00:00,20210929,
2008-03-01 00:00:00,-28.04,51.14,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),427244.2973735666,5665907.800918841,26N,GMT-02:00,2008-02-29 22:00:00,20210929,
2008-03-01 12:00:00,-29.06,47.43,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),344651.0273514913,5255007.360874071,26N,GMT-02:00,2008-03-01 10:00:00,20210929,
2008-03-02 00:00:00,-29.09,48.54,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),345733.52120523324,5378430.832533601,26N,GMT-02:00,2008-03-01 22:00:00,20210929,
2008-03-02 12:00:00,-28.24,53.94,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),418603.67508166505,5977558.147840412,26N,GMT-02:00,2008-03-02 10:00:00,20210929,
2008-03-03 00:00:00,-28.64,56.76,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),399738.5003459712,6291871.023783182,26N,GMT-02:00,2008-03-02 22:00:00,20210929,
2008-03-04 00:00:00,-28.94,53.54,V485077_t1,migration,solar-geolocator,Fratercula arctica,gl2345,V485077,Atlantic puffin in Iceland (Petersen),371443.28262048715,5934094.539318509,26N,GMT-02:00,2008-03-03 22:00:00,20210929,
